path,RightHand,FingersCound,density,angle_x, angle_y, meanX, meanY, mean_middle_point 
train/00048bba-979b-4f84-b833-5bbbb082b582_0L.png,0,0,0.6956315289648622,0.15264932839526515,1.4784669920632976,0.48157871707359756,0.5221337378333964,9.841392406071114
train/000547a2-d456-4b16-b351-12ca9b40e390_0L.png,0,0,0.7006802721088435,0.21866894587394195,1.4489538897749794,0.49204422869471404,0.4650287299385774,14.626999781458935
train/000cac8e-fcf0-4f8c-bd16-c257d1e6d7a8_2L.png,0,2,0.6032331253545093,0.993863381777436,1.6056659083496863,0.5601729218984715,0.5551491892719301,8.117381501315933
train/000d9961-8136-4dee-9820-86e178777958_0L.png,0,0,0.6447619047619048,0.11848995915813777,1.4513674007765582,0.48056903706829857,0.5028360413589366,6.354865855693573
train/0010095b-2e3d-4517-a511-1f688c378f96_5L.png,0,5,0.36596385542168675,-0.22347660114063303,1.6429599557545542,0.5354555657585961,0.5704929707607083,6.777531403168792
train/00147c9a-67f5-4e86-a56b-681f0815ef2b_5R.png,1,5,0.36993243243243246,0.20176234432028708,1.2694511030847926,0.475852862372165,0.6003893058687579,5.0182659080754055
train/0014eacf-b0b7-49af-9d67-83661b3debb4_2R.png,1,2,0.6952205882352941,0.7998899024629483,1.5582969777755349,0.5738949202102842,0.5625528820729773,29.11999820960498
train/001cddc6-e29c-44da-82d5-bd00ec215f07_2R.png,1,2,0.5868347338935574,0.14189705460416394,1.2956070776657254,0.5299124900556882,0.5478141232626702,48.32816707478876
train/001e18d6-4632-4876-a922-7b4ead742070_3L.png,0,3,0.49526270456503013,0.07393903765794034,1.455037109074086,0.5143478260869565,0.5404145601617796,36.039258630489286
train/00218888-86f2-4154-87f1-003dee60af03_0R.png,1,0,0.6855049712192569,0.02563540852167748,1.4288992721907328,0.5038559404971619,0.5049696214363607,8.610002186619685
train/0021e94b-7913-47f4-8ec6-0d11b1a30bb1_4L.png,0,4,0.48,0.2914567944778671,1.4308716562207788,0.43569248826291074,0.5362113998545261,28.131979311146058
train/002266f8-db3f-4be8-a45a-3f6f9958d1f8_2L.png,0,2,0.6944140197152245,1.0749018353588367,1.6549345673260676,0.48699933084791136,0.5739234540686405,8.89972775324661
train/00230b23-340e-4e24-89f6-ebd0a55a6dad_0L.png,0,0,0.7148227712137487,0.15660187698201536,1.3891474967948847,0.5057732611016648,0.5172419080329352,8.338824597610364
train/002a1af0-8700-47df-b4e0-ef18ffde24de_1L.png,0,1,0.6372549019607843,0.4266274931268761,1.3397056595989996,0.4451578724305998,0.6013677498971617,15.499432909558383
train/002bed28-19ae-4b57-981e-2d047d83d4f6_2R.png,1,2,0.6193293885601578,1.0235119458074597,1.192502335453437,0.5753443301214003,0.5644700310305405,23.649822030241523
train/002d915d-68ce-4ed7-a9ea-76731669ef9f_3R.png,1,3,0.5,0.05167808448243,1.6152115420418074,0.47008191306645525,0.5504427415921669,36.2290640383859
train/002eb218-7475-43d0-bd90-bbbe055e3937_0L.png,0,0,0.7087566521528785,0.22679884805388587,1.458068715204519,0.48352148420407814,0.5244381479811965,8.371525029988344
train/003121a9-b34a-40a9-b2ad-9573311cbac9_3L.png,0,3,0.510914617297596,0.12697278961407893,1.4288992721907328,0.44359803459029024,0.544857522142541,32.44178939201026
train/003dad40-09c2-4cf9-8a9e-97a6d7b93aaa_5R.png,1,5,0.38106330501507263,0.33517256713673327,1.378095568132511,0.4660881018468016,0.5973504880679875,6.494532977938718
train/0044468b-a525-4a3a-b0d0-149c9fb6c7bc_5R.png,1,5,0.3601218059049384,0.25786454780099666,1.403694526863791,0.4587629282482224,0.5807804748405386,6.434988737348814
train/00468b20-9711-4d95-9f75-4019eaa0e20e_4R.png,1,4,0.43901948965240106,-0.12630811706324024,1.634003158692357,0.5186444371799063,0.5265301393274049,27.308500770040443
